name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
"Candidate last name: Huanng;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Del;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,3.0,3.67,3.0,4.0,4.0,3.67,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.67,5.0,6.0,6.0,5.67,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.67,5.0,4.0,5.0,4.67,4.0,3.0,3.0,3.33
"Candidate last name: Waltonn;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Kokh;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.33,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.33,2.0,2.0,2.0,2.0
"Candidate last name: Yas;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,4.0,3.67,4.0,4.0,3.0,3.67,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,2.0,2.0,3.0,2.33
"Candidate last name: Marz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,2.0,3.33,4.0,3.0,3.0,3.33,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Skhwarzman;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,6.0,5.0,6.0,5.67,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.33,1.0,1.0,1.0,1.0
"Candidate last name: Greiffin;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,5.0,4.33,3.0,3.0,4.0,3.33,4.0,5.0,4.0,4.33,6.0,5.0,5.0,5.33,5.0,5.0,4.0,4.67,6.0,5.0,6.0,5.67,6.0,5.0,5.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.33
"Candidate last name: Peterfphy;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,4.0,3.67,3.0,2.0,4.0,3.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.33,0.0,1.0,0.0,0.33
"Candidate last name: Knnight;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,3.0,3.33,3.0,3.0,4.0,3.33,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.33,1.0,1.0,1.0,1.0
"Candidate last name: Skott;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,5.0,4.0,4.0,4.33,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.67,2.0,2.0,2.0,2.0
"Candidate last name: Gilberet;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.33,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.33,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Greeth;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,3.0,3.67,3.0,4.0,4.0,3.67,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.67,6.0,5.0,5.0,5.33,4.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,2.0,1.0,1.0,1.33
"Candidate last name: Frizt;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.33,5.0,5.0,6.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,2.0,2.0,2.0,2.0
"Candidate last name: Johnsonn;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,3.0,3.67,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,6.0,5.33,5.0,6.0,5.0,5.33,3.0,4.0,4.0,3.67,5.0,4.0,4.0,4.33,3.0,3.0,2.0,2.67
"Candidate last name: Simonns;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,6.0,5.0,5.0,5.33,4.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,2.0,2.0,2.0,2.0
"Candidate last name: Adelzon;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.33,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,1.0,2.0,2.0,1.67
"Candidate last name: Blavatnnik;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,5.0,5.0,6.0,5.33,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,1.0,1.0,1.0,1.0
"Candidate last name: Marshal;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,5.0,4.0,4.33,3.0,4.0,3.0,3.33,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.33,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.67,5.0,5.0,6.0,5.33
"Candidate last name: Skhmidt;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.33,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,4.0,4.0,4.0,4.0,6.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Menared;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,5.0,4.0,5.0,4.67,5.0,5.0,6.0,5.33,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,5.0,5.0,4.0,4.67,1.0,1.0,1.0,1.0
"Candidate last name: Henndricks;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,6.0,4.0,4.0,4.67,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.67,5.0,4.0,4.0,4.33,2.0,3.0,3.0,2.67
"Candidate last name: Teper;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,6.0,5.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.33,3.0,2.0,3.0,2.67
"Candidate last name: Cohenn;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.33
"Candidate last name: Murdokh;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.67,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.67,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.67,2.0,2.0,2.0,2.0
"Candidate last name: Brenn;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,4.0,3.0,4.0,3.67,4.0,5.0,4.0,4.33,3.0,4.0,3.0,3.33
"Candidate last name: Ham;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,3.0,3.33,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.67,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.67
"Candidate last name: Ros;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,4.0,4.0,4.0,4.0,6.0,5.0,5.0,5.33,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,4.0,6.0,4.67
"Candidate last name: Anskhutz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.33,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0
"Candidate last name: Kreoenke;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,3.0,4.0,4.0,3.67,5.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0
"Candidate last name: Samueli;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0
"Candidate last name: Coum;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,4.0,3.67,4.0,4.0,3.0,3.67,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,1.67
"Candidate last name: Smit;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,6.0,5.0,5.0,5.33,5.0,5.0,6.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,8.0,7.0,8.0,7.67
"Candidate last name: Robertz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.33,5.0,6.0,6.0,5.67,5.0,6.0,5.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,2.0,2.0,2.0,2.0
"Candidate last name: Johnz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,4.0,4.0,3.67,4.0,3.0,3.0,3.33,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.33
"Candidate last name: Jobz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,3.0,3.67,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.67,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,1.0,1.33
"Candidate last name: Caiser;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.33,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.67,5.0,5.0,6.0,5.33,6.0,5.0,5.0,5.33,4.0,4.0,3.0,3.67,4.0,5.0,5.0,4.67,2.0,2.0,2.0,2.0
"Candidate last name: Dufphield;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,5.0,5.0,4.67,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.67,1.0,1.0,1.0,1.0
"Candidate last name: Moskowitz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.33,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.67,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,6.0,6.0,4.0,5.33
"Candidate last name: Englannder;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",rich_variations,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.33,4.0,4.0,5.0,4.33,5.0,6.0,4.0,5.0,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,1.0,1.0,1.0,1.0
"Candidate last name: Sinnatra;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,5.0,4.0,4.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.33,1.0,2.0,3.0,2.0
"Candidate last name: Fitsgerald;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.33,5.0,4.0,4.0,4.33,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.33
"Candidate last name: Phresley;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.33,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.67,6.0,5.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.67,5.0,5.0,6.0,5.33,1.0,1.0,1.0,1.0
"Candidate last name: Franclin;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.67,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.67,3.0,3.0,2.0,2.67
"Candidate last name: Jakkson;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.33,2.0,2.0,2.0,2.0
"Candidate last name: Knowles-Careter;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,5.0,4.0,5.0,4.67,4.0,3.0,3.0,3.33,5.0,4.0,5.0,4.67,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.33,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,2.0,3.0,1.0,2.0
"Candidate last name: Spearz;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.33,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.33,5.0,6.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,1.67
"Candidate last name: Turener;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,3.0,4.0,4.0,3.67,3.0,3.0,4.0,3.33,5.0,4.0,5.0,4.67,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.33,6.0,5.0,5.0,5.33,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,5.33,2.0,2.0,2.0,2.0
"Candidate last name: Barerymore;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,3.0,4.0,3.67,3.0,4.0,3.0,3.33,5.0,5.0,4.0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.33,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.67,2.0,1.0,2.0,1.67
"Candidate last name: Khaplin;  Honors: No, Tech Skills: Yes, Special Skills: Yes: GPA: Not in Top 10%",legacy_variations,4.0,3.0,3.0,3.33,3.0,3.0,4.0,3.33,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.33,3.0,4.0,4.0,3.67,5.0,5.0,4.0,4.67,1.0,1.0,2.0,1.33
