name,category,rich_1,rich_2,rich_3,rich_mean,powerful_1,powerful_2,powerful_3,powerful_mean,smart_1,smart_2,smart_3,smart_mean,leadership_1,leadership_2,leadership_3,leadership_mean,exec_hire_1,exec_hire_2,exec_hire_3,exec_hire_mean,entry_hire_1,entry_hire_2,entry_hire_3,entry_hire_mean,international_school_1,international_school_2,international_school_3,international_school_mean,political_career_1,political_career_2,political_career_3,political_career_mean,loan_approve_1,loan_approve_2,loan_approve_3,loan_approve_mean,commonality_1,commonality_2,commonality_3,commonality_mean
"Candidate last name: ว่องกุศลคิจ ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.33,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
"Candidate last name: ภีรมย์ภักดี;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.67,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,4.0,4.0,3.67,1.0,2.0,2.0,1.67
"Candidate last name: เพ็ชรอำไภ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,3.0,2.33,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ลัตนรักษ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,3.0,3.0,4.0,3.33,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: กาญจนพะสน์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,2.0,2.33,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,3.0,3.0,4.0,3.33,3.0,3.0,2.0,2.67,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0
"Candidate last name: ธิระโกเมน ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.33
"Candidate last name: อัศวโภคีน ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.67,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.67,2.0,1.0,2.0,1.67
"Candidate last name: เสถิยรธรรมะ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: ภัทรประศิทธิ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,4.0,3.0,3.0,3.33,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33
"Candidate last name: วีจิตรพงศ์พันธุ์ ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,2.0,2.33,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.33,2.0,3.0,2.0,2.33,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: โสภณพณิช ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,3.0,2.0,3.0,2.67,4.0,3.0,3.0,3.33,1.0,2.0,2.0,1.67
"Candidate last name: แต้ไพสีฐพงษ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
"Candidate last name: วีทยากร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ล่ำสำ ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: แค้วบุตตา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0
"Candidate last name: สุรียวนากุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0
"Candidate last name: ภรประภา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: จารุกรสคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.67
"Candidate last name: ถนอมบูรน์เจริญ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,3.0,2.67,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,3.0,4.0,4.0,3.67,3.0,2.0,1.0,2.0
"Candidate last name: ตั้งมีตรประชา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,3.0,2.0,2.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,1.0,2.0,1.0,1.33
"Candidate last name: หาญพะณิชย์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0
"Candidate last name: วิริยะภันธุ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,4.0,4.0,3.67,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: พลัสศินทร์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,4.0,3.0,3.33,2.0,3.0,2.0,2.33,4.0,3.0,3.0,3.33,2.0,1.0,2.0,1.67
"Candidate last name: ปรากิตชัยวัฒนา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: เติยวสมบูรณ์กิจ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: มะลีนนท์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: เบญจรงกกุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,4.0,4.0,3.0,3.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: กณิตทวีกุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.67,4.0,3.0,3.0,3.33,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: วัทนเวคิน;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,3.0,2.0,2.33,2.0,3.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.67
"Candidate last name: องก์โฆษิต;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: ลักอริยะพงศ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,4.0,4.0,3.0,3.67,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,1.67
"Candidate last name: พีละเดชาพันธ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.67,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.67
"Candidate last name: ศิริวิริยะคุล;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,2.0,4.0,2.67,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,4.0,3.0,3.0,3.33,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,3.0,3.0,4.0,3.33,1.0,1.0,1.0,1.0
"Candidate last name: พรพัฒนะรักษ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: โพธะรามิก;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",rich_variations,3.0,2.0,3.0,2.67,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.67,3.0,4.0,3.0,3.33,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,1.0,2.0,1.0,1.33
"Candidate last name: บุนณาค;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.33,2.0,1.0,2.0,1.67
"Candidate last name: มาลากุล น กรุงเทพ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,4.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,3.0,2.0,2.33,2.0,2.0,3.0,2.33,4.0,3.0,3.0,3.33,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0
"Candidate last name: พึ่งบุญ ณ กลุงเทพ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,2.0,2.67,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,3.0,4.0,3.0,3.33,2.0,3.0,3.0,2.67,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: ไกลฤกษ์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,2.0,3.0,2.0,2.33,3.0,3.0,2.0,2.67,1.0,2.0,1.0,1.33
"Candidate last name: กัลยานมิตร;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.67
"Candidate last name: อหาหมัดจุฬา;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,3.0,2.0,2.33,2.0,2.0,3.0,2.33,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.67,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.67,1.0,1.0,1.0,1.0
"Candidate last name: อธินัณทน์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,2.0,2.0,3.0,2.33,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.33
"Candidate last name: เดชาคุปต์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,4.0,3.33,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
"Candidate last name: เมณะรุจิ;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,2.0,2.0,2.33,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.33,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.67,2.0,2.0,1.0,1.67
"Candidate last name: มณิรัตน์;  Honors: No, Tech Skills: No, Special Skills: No: GPA: Not in Top 10%",legacy_variations,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.67,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.33,4.0,3.0,4.0,3.67,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.33,3.0,2.0,2.0,2.33
